asset_id,lat,lon,sector,asset_type
479817,28.316895,82.522798,agriculture,nan
117097,28.316895,82.522798,agriculture,nan
310957,28.316895,82.522798,agriculture,nan
62020,28.316895,82.522798,agriculture,nan
168832,28.316895,82.522798,agriculture,nan
365947,28.316895,82.522798,agriculture,nan
422942,28.316895,82.522798,agriculture,nan
310947,28.571601,81.737803,agriculture,nan
168822,28.571601,81.737803,agriculture,nan
62002,28.571601,81.737803,agriculture,nan
365929,28.571601,81.737803,agriculture,nan
479799,28.571601,81.737803,agriculture,nan
117079,28.571601,81.737803,agriculture,nan
422924,28.571601,81.737803,agriculture,nan
62005,28.670866,83.602613,agriculture,nan
117082,28.670866,83.602613,agriculture,nan
168823,28.670866,83.602613,agriculture,nan
310948,28.670866,83.602613,agriculture,nan
365932,28.670866,83.602613,agriculture,nan
422927,28.670866,83.602613,agriculture,nan
479802,28.670866,83.602613,agriculture,nan
62022,29.269450,81.143435,agriculture,nan
365949,29.269450,81.143435,agriculture,nan
310959,29.269450,81.143435,agriculture,nan
117099,29.269450,81.143435,agriculture,nan
422944,29.269450,81.143435,agriculture,nan
168834,29.269450,81.143435,agriculture,nan
479819,29.269450,81.143435,agriculture,nan
168829,29.426720,80.572116,agriculture,nan
117091,29.426720,80.572116,agriculture,nan
62014,29.426720,80.572116,agriculture,nan
365941,29.426720,80.572116,agriculture,nan
310954,29.426720,80.572116,agriculture,nan
422936,29.426720,80.572116,agriculture,nan
479811,29.426720,80.572116,agriculture,nan
310951,29.495452,82.420284,agriculture,nan
365937,29.495452,82.420284,agriculture,nan
422932,29.495452,82.420284,agriculture,nan
117087,29.495452,82.420284,agriculture,nan
479807,29.495452,82.420284,agriculture,nan
62010,29.495452,82.420284,agriculture,nan
168826,29.495452,82.420284,agriculture,nan
628157,27.134548,87.294104,buildings,nan
685175,27.134548,87.294104,buildings,nan
628160,27.171363,87.851629,buildings,nan
685178,27.171363,87.851629,buildings,nan
685184,27.185469,86.657218,buildings,nan
628166,27.185469,86.657218,buildings,nan
628154,27.275270,85.989927,buildings,nan
685172,27.275270,85.989927,buildings,nan
628161,27.349630,84.885630,buildings,nan
685179,27.349630,84.885630,buildings,nan
628158,27.749867,83.436974,buildings,nan
685176,27.749867,83.436974,buildings,nan
685163,27.882730,85.412806,buildings,nan
628145,27.882730,85.412806,buildings,nan
685169,28.316357,84.351249,buildings,nan
628151,28.316357,84.351249,buildings,nan
628165,28.316895,82.522798,buildings,nan
685183,28.316895,82.522798,buildings,nan
628147,28.571601,81.737803,buildings,nan
685165,28.571601,81.737803,buildings,nan
685168,28.670866,83.602613,buildings,nan
628150,28.670866,83.602613,buildings,nan
685185,29.269450,81.143435,buildings,nan
628167,29.269450,81.143435,buildings,nan
685177,29.426720,80.572116,buildings,nan
628159,29.426720,80.572116,buildings,nan
685173,29.495452,82.420284,buildings,nan
628155,29.495452,82.420284,buildings,nan
25254,26.566461,87.289795,manufacturing,integrated dry
25275,26.790040,86.631303,manufacturing,integrated dry
25267,26.810863,86.279817,manufacturing,integrated dry
25273,26.842398,86.236822,manufacturing,integrated dry
25260,26.869176,85.946913,manufacturing,integrated dry
25266,27.028636,84.931862,manufacturing,integrated dry
25270,27.374066,85.035352,manufacturing,integrated dry
25262,27.409663,85.013602,manufacturing,integrated dry
25269,27.506884,83.345785,manufacturing,integrated dry
25255,27.533795,83.410272,manufacturing,integrated dry
25259,27.568177,83.717341,manufacturing,integrated dry
25277,27.576106,82.862661,manufacturing,integrated dry
25272,27.615493,83.687594,manufacturing,integrated dry
25256,27.616942,82.858158,manufacturing,integrated dry
25268,27.624275,83.590269,manufacturing,integrated dry
25263,27.670378,83.838253,manufacturing,integrated dry
25257,27.680100,84.291817,manufacturing,integrated dry
879536,27.717245,85.323961,manufacturing,Finished Goods
25265,27.724192,85.144244,manufacturing,integrated dry
25276,27.727314,85.174640,manufacturing,integrated dry
25264,27.727653,84.813403,manufacturing,integrated dry
25271,27.854487,82.491672,manufacturing,integrated dry
25258,27.912026,83.404246,manufacturing,integrated dry
25261,27.996117,82.508831,manufacturing,integrated dry
25274,28.090068,82.378958,manufacturing,integrated dry
790228,26.481501,87.264000,transportation,domestic
790240,26.510066,86.733902,transportation,domestic
790225,26.570801,88.079598,transportation,domestic
790232,26.708799,85.922401,transportation,domestic
839143,27.134548,87.294104,transportation,nan
790227,27.147400,87.050797,transportation,domestic
802670,27.159803,84.980021,transportation,international
790244,27.159803,84.980021,transportation,domestic
839146,27.171363,87.851629,transportation,nan
839152,27.185469,86.657218,transportation,nan
839140,27.275270,85.989927,transportation,nan
790243,27.303499,86.550400,transportation,domestic
790250,27.315001,87.193298,transportation,domestic
839147,27.349630,84.885630,transportation,nan
790247,27.350900,87.695250,transportation,domestic
790241,27.393999,86.061401,transportation,domestic
802667,27.505328,83.412594,transportation,international
790231,27.505328,83.412594,transportation,domestic
790237,27.517752,86.585019,transportation,domestic
790226,27.678101,84.429398,transportation,domestic
790235,27.686768,86.729479,transportation,domestic
802671,27.696600,85.359100,transportation,international
790248,27.696600,85.359100,transportation,domestic
839144,27.749867,83.436974,transportation,nan
839131,27.882730,85.412806,transportation,nan
790236,28.103600,81.667000,transportation,domestic
790249,28.111099,82.294197,transportation,domestic
790238,28.188333,84.014167,transportation,domestic
802668,28.188333,84.014167,transportation,international
802669,28.200621,83.981203,transportation,international
790239,28.200621,83.981203,transportation,domestic
839137,28.316357,84.351249,transportation,nan
839151,28.316895,82.522798,transportation,nan
839133,28.571601,81.737803,transportation,nan
790246,28.586000,81.636002,transportation,domestic
790242,28.627001,82.194021,transportation,domestic
839136,28.670866,83.602613,transportation,nan
790229,28.755283,80.583398,transportation,domestic
790233,28.780426,83.723000,transportation,domestic
790230,28.985659,82.818703,transportation,domestic
839153,29.269450,81.143435,transportation,nan
790234,29.274200,82.193298,transportation,domestic
839145,29.426720,80.572116,transportation,nan
839141,29.495452,82.420284,transportation,nan
790224,29.502001,81.668999,transportation,domestic
790245,29.971100,81.818901,transportation,domestic
757394,26.450000,87.369000,waste,centralized WWTP with primary treatment
1333717,27.203145,85.902723,waste,Dumpsite
712163,27.203145,85.902723,waste,Unknown
757395,27.215000,85.910000,waste,centralized WWTP with primary treatment
757396,27.614000,85.532000,waste,centralized WWTP with primary treatment
757397,27.674000,85.337000,waste,centralized WWTP with primary treatment
757398,27.678000,84.210000,waste,centralized WWTP with primary treatment
757399,27.711000,85.355000,waste,centralized WWTP with primary treatment
1333716,27.776204,85.229678,waste,Dumpsite
712161,27.776204,85.229678,waste,Unknown
712162,27.776903,85.244876,waste,Unknown
1333719,27.776903,85.244876,waste,Dumpsite
712164,28.164095,84.010304,waste,Unknown
1333718,28.164095,84.010304,waste,Dumpsite
757400,28.207000,83.991000,waste,centralized WWTP with primary treatment
757401,28.239000,83.983000,waste,centralized WWTP with primary treatment
