latitude,longitude,co2_tonnes
26.650000,80.450000,42202.199219
26.650000,80.550000,13523.599609
26.650000,80.650000,41264.101563
26.650000,80.750000,18252.500000
26.650000,80.850000,16661.500000
26.650000,80.950000,49826.500000
26.650000,81.050000,17709.400391
26.650000,81.150000,25825.099609
26.650000,81.250000,18123.400391
26.650000,81.350000,47155.500000
26.650000,81.450000,18684.099609
26.650000,81.550000,15524.799805
26.650000,81.650000,13424.299805
26.650000,81.750000,17263.099609
26.650000,82.150000,19842.000000
26.650000,82.250000,23442.500000
26.650000,82.350000,00000
26.650000,82.150000,19842.000000
26.650000,82.250000,23442.500000
26.650000,82.350000,42693.500000
26.650000,82.450000,16639.199219
26.650000,82.550000,18445.699219
26.650000,82.650000,30786.800781
26.650000,82.750000,35893.898438
26.650000,82.850000,26914.900391
26.650000,82.950000,20980.699219
26.650000,83.050000,30154.599609
26.650000,83.150000,20853.199219
26.650000,83.250000,39534.800781
26.650000,83.350000,15898.500000
26.650000,83.450000,19563.900391
26.650000,83.550000,50855.101563
26.650000,83.650000,41098.898438
26.650000,83.750000,19766.699219
26.650000,83.850000,31455.000000
26.650000,83.950000,19969.300781
26.650000,84.050000,28829.500000
26.650000,84.150000,37764.101563
26.650000,84.250000,32256.699219
26.650000,84.350000,18146.699219
26.650000,84.450000,12073.299805
26.650000,84.550000,45766.699219
26.650000,84.650000,23977.699219
26.650000,84.750000,31198.199219
26.650000,84.850000,49878.101563
26.650000,84.950000,91384.601563
26.650000,85.050000,46986.898438
26.650000,85.150000,76328.601563
26.650000,85.250000,57211.601563
26.650000,85.350000,53376.601563
26.650000,85.450000,53084.000000
26.650000,85.550000,29826.699219
26.650000,85.650000,34199.199219
26.650000,85.750000,42371.601563
26.650000,85.850000,44257.500000
26.650000,85.950000,63680.699219
26.650000,86.050000,37091.800781
26.650000,86.150000,25291.800781
26.650000,86.250000,19683.900391
26.650000,86.350000,17722.599609
26.650000,86.450000,5424.620117
26.650000,86.550000,26288.099609
26.650000,86.650000,25598.400391
26.650000,86.750000,24147.400391
26.650000,86.850000,24102.800781
26.650000,86.950000,10280.900391
26.650000,87.050000,6756.189941
26.650000,87.150000,46869.800781
26.650000,87.250000,205135.000000
26.650000,87.350000,46844.000000
26.650000,87.450000,25013.400391
26.650000,87.550000,28937.300781
26.650000,87.650000,111091.000000
26.650000,87.750000,97984.000000
26.650000,87.850000,28278.000000
26.650000,87.950000,66714.703125
26.650000,88.050000,77514.703125
26.650000,88.150000,31710.900391
26.650000,88.250000,12155.700195
26.750000,80.050000,27000.099609
26.750000,80.150000,14454.400391
26.750000,80.250000,17251.000000
26.750000,80.350000,51612.199219
26.750000,80.450000,33829.199219
26.750000,80.550000,34713.800781
26.750000,80.650000,60739.101563
26.750000,80.750000,14535.000000
26.750000,80.850000,316385.000000
26.750000,80.950000,118823.000000
26.750000,81.050000,19822.800781
26.750000,81.150000,23937.599609
26.750000,81.250000,24311.800781
26.750000,81.350000,36104.000000
26.750000,81.450000,18745.300781
26.750000,81.550000,16376.099609
26.750000,81.650000,34100.199219
26.750000,81.750000,26071.699219
26.750000,81.850000,15113.299805
26.750000,81.950000,16803.900391
26.750000,82.050000,47880.300781
26.750000,82.150000,110741.000000
26.750000,82.250000,45291.898438
26.750000,82.350000,12986.500000
26.750000,82.450000,18364.699219
26.750000,82.550000,20503.699219
26.750000,82.650000,16904.300781
26.750000,82.750000,66957.601563
26.750000,82.850000,30469.599609
26.750000,82.950000,27309.699219
26.750000,83.050000,64511.800781
26.750000,83.150000,38985.898438
26.750000,83.250000,319384.000000
26.750000,83.350000,154071.000000
26.750000,83.450000,66234.000000
26.750000,83.550000,25010.599609
26.750000,83.650000,79955.203125
26.750000,83.750000,41440.101563
26.750000,83.850000,26073.000000
26.750000,83.950000,52711.398438
26.750000,84.050000,35076.699219
26.750000,84.150000,52931.500000
26.750000,84.250000,59184.101563
26.750000,84.350000,7286.970215
26.750000,84.450000,36257.101563
26.750000,84.550000,88936.296875
26.750000,84.650000,34801.101563
26.750000,84.750000,34963.601563
26.750000,84.850000,14754.500000
26.750000,84.950000,33190.898438
26.750000,85.050000,19096.199219
26.750000,85.150000,43198.199219
26.750000,85.250000,41993.500000
26.750000,85.350000,24462.300781
26.750000,85.450000,40428.199219
26.750000,85.550000,23062.800781
26.750000,85.650000,41966.898438
26.750000,85.750000,33498.300781
26.750000,85.850000,19210.900391
26.750000,85.950000,66567.703125
26.750000,86.050000,16679.800781
26.750000,86.150000,9526.559570
26.750000,86.250000,7732.470215
26.750000,86.350000,29476.099609
26.750000,86.450000,34007.398438
26.750000,86.550000,7672.379883
26.750000,86.650000,187783.000000
26.750000,86.750000,1152.540039
26.750000,86.850000,1686.270020
26.750000,86.950000,7846.359863
26.750000,87.050000,1025.630005
26.750000,87.150000,13056.900391
26.750000,87.250000,12519.200195
26.750000,87.350000,2249.280029
26.750000,87.450000,3696.379883
26.750000,87.550000,3893.780029
26.750000,87.650000,9118.830078
26.750000,87.750000,2948.439941
26.750000,87.850000,6572.330078
26.750000,87.950000,10030.700195
26.750000,88.050000,23487.199219
26.750000,88.150000,28570.400391
26.750000,88.250000,16973.900391
26.850000,80.050000,44011.898438
26.850000,80.150000,34283.699219
26.850000,80.250000,69360.203125
26.850000,80.350000,34965.398438
26.850000,80.450000,37633.101563
26.850000,80.550000,29451.000000
26.850000,80.650000,18214.500000
26.850000,80.750000,32171.500000
26.850000,80.850000,217197.000000
26.850000,80.950000,702086.000000
26.850000,81.050000,132603.000000
26.850000,81.150000,18941.000000
26.850000,81.250000,35402.800781
26.850000,81.350000,17888.000000
26.850000,81.450000,17188.599609
26.850000,81.550000,27508.900391
26.850000,81.650000,25618.599609
26.850000,81.750000,14721.400391
26.850000,81.850000,9864.719727
26.850000,81.950000,12378.000000
26.850000,82.050000,14722.099609
26.850000,82.150000,44344.398438
26.850000,82.250000,22673.699219
26.850000,82.350000,16719.000000
26.850000,82.450000,16611.000000
26.850000,82.550000,17425.599609
26.850000,82.650000,17721.199219
26.850000,82.750000,95155.601563
26.850000,82.850000,44676.800781
26.850000,82.950000,31769.599609
26.850000,83.050000,34357.800781
26.850000,83.150000,19247.900391
26.850000,83.250000,13163.700195
26.850000,83.350000,31567.800781
26.850000,83.450000,41328.101563
26.850000,83.550000,18084.800781
26.850000,83.650000,21233.000000
26.850000,83.750000,32710.599609
26.850000,83.850000,20234.500000
26.850000,83.950000,31663.900391
26.850000,84.050000,49440.601563
26.850000,84.150000,48627.199219
26.850000,84.250000,7333.350098
26.850000,84.350000,20856.000000
26.850000,84.450000,37582.800781
26.850000,84.550000,76611.398438
26.850000,84.650000,27678.599609
26.850000,84.750000,33717.898438
26.850000,84.850000,27686.000000
26.850000,84.950000,30472.099609
26.850000,85.050000,27634.599609
26.850000,85.150000,32769.500000
26.850000,85.250000,37056.500000
26.850000,85.350000,8732.700195
26.850000,85.450000,14024.299805
26.850000,85.550000,35957.800781
26.850000,85.650000,19026.699219
26.850000,85.750000,30579.699219
26.850000,85.850000,24162.599609
26.850000,85.950000,32721.400391
26.850000,86.050000,15515.799805
26.850000,86.150000,27260.400391
26.850000,86.250000,128514.000000
26.850000,86.350000,6770.069824
26.850000,86.450000,1277.469971
26.850000,86.550000,1078.069946
26.850000,86.650000,981.575012
26.850000,86.750000,864.254028
26.850000,86.850000,1523.140015
26.850000,86.950000,1329.949951
26.850000,87.050000,1032.869995
26.850000,87.150000,2486.310059
26.850000,87.250000,55687.000000
26.850000,87.350000,8913.089844
26.850000,87.450000,5208.270020
26.850000,87.550000,4553.759766
26.850000,87.650000,3875.830078
26.850000,87.750000,7217.859863
26.850000,87.850000,4566.069824
26.850000,87.950000,4369.180176
26.850000,88.050000,39287.800781
26.850000,88.150000,33113.000000
26.850000,88.250000,98987.296875
26.950000,80.050000,15855.700195
26.950000,80.150000,31559.400391
26.950000,80.250000,20940.800781
26.950000,80.350000,19940.000000
26.950000,80.450000,18079.900391
26.950000,80.550000,25724.099609
26.950000,80.650000,35247.500000
26.950000,80.750000,27467.599609
26.950000,80.850000,11594.299805
26.950000,80.950000,135636.000000
26.950000,81.450000,18793.900391
26.950000,81.550000,27943.300781
26.950000,81.450000,18793.900391
26.950000,81.550000,27943.300781
26.950000,81.650000,14747.099609
26.950000,81.750000,13522.700195
26.950000,81.850000,21057.000000
26.950000,81.950000,26470.900391
26.950000,82.050000,23773.500000
26.950000,82.150000,49078.800781
26.950000,82.250000,12463.000000
26.950000,82.350000,16301.599609
26.950000,82.450000,38489.699219
26.950000,82.550000,19128.599609
26.950000,82.650000,28392.699219
26.950000,82.750000,31615.599609
26.950000,82.850000,17368.099609
26.950000,82.950000,28283.099609
26.950000,83.050000,58427.101563
26.950000,83.150000,42958.300781
26.950000,83.250000,24557.800781
26.950000,83.350000,17177.199219
26.950000,83.450000,19576.800781
26.950000,83.550000,42419.800781
26.950000,83.650000,31321.099609
26.950000,83.750000,29891.500000
26.950000,83.850000,45899.699219
26.950000,83.950000,37561.199219
26.950000,84.050000,24824.500000
26.950000,84.150000,18032.699219
26.950000,84.250000,13893.599609
26.950000,84.350000,41881.300781
26.950000,84.450000,43592.699219
26.950000,84.550000,50355.398438
26.950000,84.650000,33670.000000
26.950000,84.750000,24756.599609
26.950000,84.850000,132507.000000
26.950000,84.950000,26995.599609
26.950000,85.050000,11774.099609
26.950000,85.150000,9672.959961
26.950000,85.250000,8727.259766
26.950000,85.350000,14657.900391
26.950000,85.450000,9172.429688
26.950000,85.550000,35370.601563
26.950000,85.650000,12298.400391
26.950000,85.750000,6667.129883
26.950000,85.850000,14642.799805
26.950000,85.950000,36135.601563
26.950000,86.050000,12663.599609
26.950000,86.150000,564.677979
26.950000,86.250000,3054.810059
26.950000,86.350000,5377.359863
26.950000,86.450000,1281.119995
26.950000,86.550000,1577.800049
26.950000,86.650000,1499.339966
26.950000,86.750000,2083.629883
26.950000,86.850000,2637.520020
26.950000,86.950000,2695.129883
26.950000,87.050000,3605.030029
26.950000,87.150000,3491.739990
26.950000,87.250000,4564.319824
26.950000,87.350000,4401.479980
26.950000,87.450000,3731.669922
26.950000,87.550000,3803.500000
26.950000,87.650000,4851.959961
26.950000,87.750000,6441.180176
26.950000,87.850000,2322.879883
26.950000,87.950000,3298.360107
26.950000,88.050000,14364.500000
26.950000,88.150000,42434.601563
26.950000,88.250000,16099.400391
27.050000,80.050000,34825.500000
27.050000,80.150000,45632.101563
27.050000,80.250000,22708.699219
27.050000,80.350000,23286.000000
27.050000,80.450000,44822.300781
27.050000,80.550000,55028.601563
27.050000,80.650000,16821.800781
27.050000,80.750000,25509.599609
27.050000,80.850000,12391.900391
27.050000,80.950000,11281.400391
27.050000,81.050000,37018.199219
27.050000,81.150000,25148.000000
27.050000,81.250000,18837.199219
27.050000,81.350000,21643.199219
27.050000,81.450000,20843.699219
27.050000,81.550000,10384.000000
27.050000,81.650000,11919.299805
27.050000,81.750000,26443.300781
27.050000,81.850000,23545.900391
27.050000,81.950000,22689.699219
27.050000,82.050000,89493.898438
27.050000,82.150000,17658.400391
27.050000,82.250000,514415.000000
27.050000,82.350000,17833.000000
27.050000,82.450000,21183.099609
27.050000,82.550000,19540.000000
27.050000,82.650000,39401.500000
27.050000,82.750000,28522.599609
27.050000,82.850000,28112.900391
27.050000,82.950000,22170.400391
27.050000,83.050000,23881.099609
27.050000,83.150000,22118.400391
27.050000,83.250000,31167.800781
27.050000,83.350000,24336.599609
27.050000,83.450000,22090.099609
27.050000,83.550000,24010.500000
27.050000,83.650000,22597.300781
27.050000,83.750000,19238.500000
27.050000,83.850000,26979.599609
27.050000,83.950000,25297.599609
27.050000,84.050000,14804.799805
27.050000,84.150000,11198.599609
27.050000,84.250000,34966.398438
27.050000,84.350000,40904.300781
27.050000,84.450000,45100.300781
27.050000,84.550000,32661.500000
27.050000,84.650000,35398.199219
27.050000,84.750000,32587.000000
27.050000,84.850000,118685.000000
27.050000,84.950000,698098.000000
27.050000,85.050000,14179.200195
27.050000,85.150000,8113.390137
27.050000,85.250000,5062.169922
27.050000,85.350000,27479.400391
27.050000,85.450000,3824.780029
27.050000,85.550000,41439.601563
27.050000,85.650000,28447.500000
27.050000,85.750000,19772.000000
27.050000,85.850000,15398.700195
27.050000,85.950000,15097.500000
27.050000,86.050000,1165.449951
27.050000,86.150000,1625.040039
27.050000,86.250000,2863.729980
27.050000,86.350000,5816.569824
27.050000,86.450000,3505.189941
27.050000,86.550000,2954.340088
27.050000,86.650000,2511.379883
27.050000,86.750000,3292.739990
27.050000,86.850000,4137.830078
27.050000,86.950000,4586.180176
27.050000,87.050000,4367.720215
27.050000,87.150000,3065.739990
27.050000,87.250000,5100.310059
27.050000,87.350000,3939.500000
27.050000,87.450000,2326.120117
27.050000,87.550000,2420.020020
27.050000,87.650000,2370.360107
27.050000,87.750000,3844.280029
27.050000,87.850000,1820.020020
27.050000,87.950000,2278.330078
27.050000,88.050000,4129.890137
27.050000,88.150000,28010.900391
27.050000,88.250000,115590.000000
27.150000,80.050000,56524.699219
27.150000,80.150000,41097.800781
27.150000,80.250000,22691.500000
27.150000,80.350000,42170.601563
27.150000,80.450000,27581.300781
27.150000,80.550000,19450.699219
27.150000,80.650000,36211.500000
27.150000,80.750000,32688.000000
27.150000,80.850000,21526.099609
27.150000,80.950000,13317.900391
27.150000,81.050000,31640.699219
27.150000,81.150000,27802.300781
27.150000,81.250000,40632.101563
27.150000,81.350000,34681.898438
27.150000,81.450000,9371.240234
27.150000,81.550000,32964.398438
27.150000,81.650000,38245.800781
27.150000,81.750000,34696.000000
27.150000,81.850000,26638.000000
27.150000,81.950000,193685.000000
27.150000,82.050000,30764.000000
27.150000,82.150000,18743.900391
27.150000,82.250000,92489.000000
27.150000,82.350000,19492.699219
27.150000,82.450000,16895.300781
27.150000,82.550000,17041.800781
27.150000,82.650000,58550.101563
27.150000,82.750000,29646.099609
27.150000,82.850000,19876.000000
27.150000,82.950000,31905.500000
27.150000,83.050000,15788.000000
27.150000,83.150000,36764.699219
27.150000,83.250000,67001.296875
27.150000,83.350000,42194.500000
27.150000,83.450000,31285.300781
27.150000,83.550000,53573.000000
27.150000,83.650000,22503.599609
27.150000,83.750000,31429.699219
27.150000,83.850000,36269.500000
27.150000,83.950000,17700.300781
27.150000,84.050000,32358.900391
27.150000,84.150000,19012.699219
27.150000,84.250000,30913.199219
27.150000,84.350000,109394.000000
27.150000,84.450000,71505.398438
27.150000,84.550000,20737.800781
27.150000,84.650000,21041.400391
27.150000,84.750000,16875.000000
27.150000,84.850000,11984.000000
27.150000,84.950000,422569.000000
27.150000,85.050000,25954.300781
27.150000,85.150000,19337.900391
27.150000,85.250000,18682.400391
27.150000,85.350000,24051.900391
27.150000,85.450000,26856.800781
27.150000,85.550000,8951.809570
27.150000,85.650000,4468.250000
27.150000,85.750000,3534.689941
27.150000,85.850000,4207.209961
27.150000,85.950000,16596.300781
27.150000,86.050000,6678.299805
27.150000,86.150000,5303.259766
27.150000,86.250000,4601.759766
27.150000,86.350000,2942.709961
27.150000,86.450000,3798.020020
27.150000,86.550000,4579.529785
27.150000,86.650000,4125.819824
27.150000,86.750000,3232.379883
27.150000,86.850000,1385.859985
27.150000,86.950000,2018.540039
27.150000,87.050000,2218.870117
27.150000,87.150000,2128.510010
27.150000,87.250000,2523.030029
27.150000,87.350000,2515.989990
27.150000,87.450000,3203.139893
27.150000,87.550000,3740.290039
27.150000,87.650000,2421.649902
27.150000,87.750000,3362.389893
27.150000,87.850000,2152.850098
27.150000,87.950000,1119.339966
27.150000,88.050000,4900.470215
27.150000,88.150000,13222.299805
27.150000,88.250000,46806.000000
27.250000,80.050000,36319.000000
27.250000,80.150000,11966.799805
27.250000,80.250000,43184.199219
27.250000,80.350000,24632.099609
27.250000,80.850000,42922.898438
27.250000,80.950000,23682.900391
27.250000,80.850000,42922.898438
27.250000,80.950000,23682.900391
27.250000,81.050000,22906.500000
27.250000,81.150000,51985.898438
27.250000,81.250000,38416.699219
27.250000,81.350000,42013.601563
27.250000,81.450000,6332.799805
27.250000,81.550000,38181.101563
27.250000,81.650000,31010.000000
27.250000,81.750000,19318.900391
27.250000,81.850000,18034.300781
27.250000,81.950000,45332.800781
27.250000,82.050000,34669.300781
27.250000,82.150000,30024.199219
27.250000,82.250000,21182.000000
27.250000,82.350000,44146.898438
27.250000,82.450000,17182.099609
27.250000,82.550000,13484.400391
27.250000,82.650000,42737.000000
27.250000,82.750000,27423.900391
27.250000,82.850000,26343.199219
27.250000,82.950000,15329.900391
27.250000,83.050000,61350.199219
27.250000,83.150000,25937.500000
27.250000,83.250000,23712.000000
27.250000,83.350000,24625.500000
27.250000,83.450000,12596.099609
27.250000,83.550000,19416.099609
27.250000,83.650000,23109.099609
27.250000,83.750000,21597.000000
27.250000,83.850000,11669.700195
27.250000,83.950000,8081.069824
27.250000,84.050000,47492.800781
27.250000,84.150000,21171.300781
27.250000,84.250000,10444.500000
27.250000,84.350000,31972.300781
27.250000,84.450000,16625.800781
27.250000,84.550000,24746.699219
27.250000,84.650000,8576.780273
27.250000,84.750000,1203.910034
27.250000,84.850000,1163.209961
27.250000,84.950000,23992.199219
27.250000,85.050000,854.581970
27.250000,85.150000,2997.070068
27.250000,85.250000,2701.020020
27.250000,85.350000,2002.880005
27.250000,85.450000,3234.120117
27.250000,85.550000,2777.659912
27.250000,85.650000,5643.399902
27.250000,85.750000,12864.599609
27.250000,85.850000,4030.899902
27.250000,85.950000,51878.601563
27.250000,86.050000,5230.220215
27.250000,86.150000,3760.550049
27.250000,86.250000,2348.530029
27.250000,86.350000,2380.780029
27.250000,86.450000,2832.520020
27.250000,86.550000,3082.350098
27.250000,86.650000,1834.819946
27.250000,86.750000,2468.379883
27.250000,86.850000,1565.920044
27.250000,86.950000,1192.630005
27.250000,87.050000,1646.180054
27.250000,87.150000,2038.640015
27.250000,87.250000,2378.639893
27.250000,87.350000,3239.379883
27.250000,87.450000,1402.130005
27.250000,87.550000,1558.839966
27.250000,87.650000,2010.719971
27.250000,87.750000,1885.859985
27.250000,87.850000,1920.589966
27.250000,87.950000,1317.319946
27.250000,88.050000,2097.830078
27.250000,88.150000,5243.720215
27.250000,88.250000,76325.500000
27.350000,80.050000,21740.099609
27.350000,80.150000,132080.000000
27.350000,80.250000,20599.199219
27.350000,80.350000,33943.800781
27.350000,80.450000,46043.300781
27.350000,80.550000,21377.400391
27.350000,80.650000,27795.900391
27.350000,80.750000,16942.099609
27.350000,80.850000,29660.900391
27.350000,80.950000,18918.900391
27.350000,81.050000,22796.199219
27.350000,81.150000,37557.398438
27.350000,81.250000,28017.300781
27.350000,81.350000,19522.800781
27.350000,81.450000,13391.700195
27.350000,81.550000,22360.599609
27.350000,81.650000,44838.300781
27.350000,81.750000,43064.000000
27.350000,81.850000,38058.101563
27.350000,81.950000,17766.800781
27.350000,82.050000,38951.000000
27.350000,82.150000,22081.900391
27.350000,82.250000,14689.299805
27.350000,82.350000,23788.400391
27.350000,82.450000,41756.500000
27.350000,82.550000,23739.000000
27.350000,82.650000,36768.300781
27.350000,82.750000,43254.300781
27.350000,82.850000,18316.300781
27.350000,82.950000,33694.300781
27.350000,83.050000,26866.300781
27.350000,83.150000,20202.400391
27.350000,83.250000,19488.000000
27.350000,83.350000,20629.599609
27.350000,83.450000,17884.000000
27.350000,83.550000,4685.649902
27.350000,83.650000,12380.099609
27.350000,83.750000,28572.900391
27.350000,83.850000,12273.799805
27.350000,83.950000,30987.699219
27.350000,84.050000,11287.200195
27.350000,84.150000,7125.770020
27.350000,84.250000,3176.3100590020
27.350000,84.650000,3583.709961
27.350000,84.750000,2124.560059
27.350000,84.850000,2210020
27.350000,84.650000,3583.709961
27.350000,84.750000,2124.560059
27.350000,84.850000,2211.600098
27.350000,84.950000,13076.299805
27.350000,85.050000,65503.300781
27.350000,85.150000,286817.000000
